subordinate    sub.ordin.ate
syntactic    syn.tac.tic
deservedly    deserv.ed.ly
redshirt    red.shirt
hacking    hack.ing
marauding    maraud.ing
croc    croc
insulator    in.sulat.or
mailer    mail.er
sourly    sour.ly
nuptials    nupti.als
insignificance    in.sign.ific.ance
aqueous    aqu.eous
oceanfront    ocean.front
quesadilla    quesadilla
phased    phas.ed
metastasize    metastas.ize
chromosomal    chromos.om.al
granary    gran.ary
freakish    freak.ish
comely    com.ely
vegetarianism    vegetarian.ism
neurologic    neuro.log.ic
gyroscope    gyro.scope
unfashionable    un.fashion.able
outmaneuver    outmaneuv.er
feigned    feign.ed
mousetrap    mouse.trap
overripe    over.ripe
lockstep    lock.step
unionist    union.ist
auteur    auteur
caraway    car.away
peaceable    peace.able
dowdy    dow.dy
homocysteine    homo.cyst.eine
uncoordinated    un.coordin.ated
maddeningly    mad.den.ing.ly
unbounded    un.bound.ed
communitarian    communit.arian
spaceflight    space.flight
miller    mill.er
dented    dent.ed
understudy    under.study
judgeship    judge.ship
conferee    con.fer.ee
epithelial    e.pitheli.al
torte    torte
expressiveness    ex.press.ive.ness
slovak    slovak
immunodeficiency    im.muno.de.fici.ency
inheritor    in.her.it.or
vanquish    van.quish
crystallized    crys.tall.iz.ed
washroom    wash.room
distributional    dis.trib.ution.al
symptomatology    symp.tom.at.ol.ogy
poinsettia    poin.sett.ia
wildcat    wild.cat
understory    un.der.story
guffaw    guff.aw
cutaway    cut.away
prissy    pris.sy
woodworker    wood.work.er
unfilled    un.fill.ed
hummus    humm.us
sire    sire
sleaze    sleaze
caesarean    caesar.ean
thrice    thrice
loggerhead    log.ger.head
inlay    in.lay
meow    meow
tousle    tousle
toner    ton.er
washboard    wash.board
blocky    block.y
spare    spare
castilian    cast.il.ian
stockade    stock.ade
abstention    abstent.ion
curio    cur.io
welded    weld.ed
lifer    lif.er
sombrero    som.brero
quinoa    quinoa
nauseating    nause.at.ing
reappraisal    re.ap.praisal
mockingly    mock.ing.ly
dispossession    dis.pos.ses.sion
positivism    posit.iv.ism
broadening    broad.en.ing
bologna    bologna
standing    stand.ing
prearranged    pre.ar.rang.ed
admiralty    admir.al.ty
toxicologist    toxic.ol.ogist
natal    natal
sacredness    sacr.ed.ness
ragtag    rag.tag
referential    re.fer.ential
bombed    bomb.ed
searchable    search.able
omnipotent    omni.potent
definable    de.fin.able
muskrat    mus.krat
rearrangement    re.ar.range.ment
conscientiously    con.sci.ent.ious.ly
traumatized    trauma.tized
midfield    mid.field
horoscope    hor.oscope
amicably    amic.ab.ly
ejaculation    e.jac.ula.tion
suddenness    sud.den.ness
neoplasm    neo.plasm
tailspin    tail.spin
unprovoked    un.provok.ed
misstatement    mis.stat.ement
accented    ac.cen.ted
jamming    jam.ming
shaven    shav.en
jovian    jov.ian
fructose    fruct.ose
sedimentation    sedi.ment.ation
dandruff    dandruff
nitric    nitric
fulcrum    fulcrum
spittle    spitt.le
hermetically    hermetic.ally
insomniac    insomni.ac
frivolity    frivol.ity
igloo    igloo
immaculately    immacul.ate.ly
riverine    river.ine
acrobatics    acro.batics
phosphorous    phosphor.ous
minutely    minut.ely
churning    churn.ing
desultory    desult.ory
wading    wad.ing
universalism    universal.ism
insipid    in.sip.id
maudlin    maud.lin
brasserie    brass.erie
monorail    mono.rail
primrose    prim.rose
pitiless    pit.iless
sedition    sed.it.ion
wattage    watt.age
blurb    blurb
answerable    answer.able
novelistic    novel.istic
crosswalk    cross.walk
nous    nous
deuterium    deut.er.ium
intoxicated    in.tox.ic.at.ed
constricted    con.strict.ed
indemnity    in.demn.ity
buckwheat    buck.wheat
tau    tau
fashionably    fashion.ab.ly
carload    car.load
hallucinatory    hallucin.atory
decaf    de.caf
steadiness    stead.iness
ovulation    ovul.ation
boatload    boat.load
melancholic    melanchol.ic
phoenix    phoenix
latecomer    latecom.er
laggard    lag.gard
topmost    top.most
modulus    mod.ulus
trespasser    trespass.er
revitalized    re.vital.ized
windscreen    wind.screen
dork    dork
coated    coat.ed
recapitulate    re.capit.ulate
swahili    swahili
whorehouse    whore.house
ovenproof    oven.proof
gunfight    gun.fight
easing    eas.ing
engraver    en.grav.er
hairstylist    hair.styl.ist
electrified    e.lectr.if.ied
apropos    a.pro.pos
coffeemaker    coffee.mak.er
blowing    blow.ing
downy    down.y
excitable    ex.cit.able
recess    re.cess
tulle    tulle
popper    popp.er
upper    upp.er
saboteur    saboteur
nurturance    nur.tur.ance
fibre    fibre
perfume    per.fume
clematis    clematis
aftercare    after.care
lever    lever
ionized    ion.ized
unfasten    un.fast.en
chintz    chintz
mezzanine    mezzanine
sleepiness    sleep.iness
minder    mind.er
globalize    global.ize
autonomously    auto.nom.ous.ly
tenaciously    ten.ac.ious.ly
extractive    ex.trac.tive
endocrinologist    endo.crino.log.ist
frolic    frolic
attic    attic
vamp    vamp
neatness    neat.ness
arranger    ar.rang.er
undergrad    under.grad
unheralded    un.herald.ed
quaver    quav.er
homeward    home.ward
lorry    lorry
pilfer    pilfer
womanizer    woman.iz.er
blinders    blind.ers
beneficent    bene.fic.ent
sufficiency    suf.fici.ency
pileup    pile.up
plate    plate
reinterpret    re.interpret
cotta    cotta
parcel    parcel
comparability    com.par.abil.ity
sinhalese    sinhalese
blighted    blight.ed
doorframe    door.frame
lamely    lame.ly
tableware    table.ware
tensile    tens.ile
sidewall    side.wall
northerly    north.er.ly
athletically    athletic.ally
adopter    ad.opt.er
tonsillectomy    tonsill.ect.omy
unimaginative    un.imag.in.at.ive
unimpressive    un.im.press.ive
gaucho    gaucho
reintegrate    re.in.tegr.ate
lackey    lackey
inimitable    in.im.it.able
orca    orca
testable    test.able
heartthrob    heart.throb
mod    mod
terrifically    terr.ific.al.ly
transposition    trans.pos.it.ion
hammering    hammer.ing
carjacking    car.jack.ing
yank    yank
impoundment    im.pound.ment
contemptible    contempt.ible
credibly    cred.ib.ly
rotund    rotund
metronome    metro.nome
ethylene    ethy.lene
inaccurately    in.accur.ate.ly
impish    im.pish
individuation    in.dividu.ation
ecliptic    eclipt.ic
lam    lam
monoclonal    mono.clon.al
burglarize    burglar.ize
prospect    prospect
returned    re.turn.ed
hipbelt    hip.belt
rumored    rumor.ed
transpersonal    trans.personal
epochal    epoch.al
nonrenewable    non.renew.able
remorseful    remorse.ful
cheapen    cheap.en
distractedly    dis.tract.ed.ly
whitefish    white.fish
lioness    lion.ess
masterfully    master.ful.ly
whacked    whack.ed
tarantula    tarant.ula
brouhaha    brou.haha
trifling    trifl.ing
condensate    con.dens.ate
secured    secur.ed
profiler    profil.er
tactfully    tact.ful.ly
tied    tied
oceanographer    ocean.ograph.er
pitifully    pitiful.ly
cretaceous    cret.aceo.us
translated    trans.lat.ed
bombastic    bomb.ast.ic
antichrist    anti.chr.ist
logbook    log.book
tinsel    tin.sel
victimized    vict.im.ized
cushioned    cushion.ed
slamming    slam.ming
afghan    afg.han
homebuyer    home.buy.er
unthinking    un.think.ing
unlatch    un.latch
reorientation    re.orient.ation
delicatessen    delic.at.ess.en
banging    bang.ing
vertical    vert.ic.al
copter    co.pt.er
ibis    ib.is
aquatic    aqu.at.ic
preppy    prep.py
insubordination    in.sub.ordin.ation
kneeling    kneel.ing
inescapably    in.escap.ably
glute    glute
revocation    re.voc.ation
driller    drill.er
rhizome    rhizome
plagiarize    plagiar.ize
spammer    spamm.er
celt    celt
refinish    re.finish
treehouse    tree.house
reify    re.ify
sunblock    sun.block
fitter    fitt.er
ethnocentric    ethno.centr.ic
manna    manna
jubilee    jubilee
unmediated    un.mediat.ed
downloadable    down.load.able
truncate    trunc.ate
innately    in.nate.ly
ordinal    ord.in.al
reworking    re.work.ing
crankbait    crank.bait
yang    yang
farsighted    far.sight.ed
secondarily    second.ari.ly
fishnet    fish.net
unremitting    un.remit.ting
worthiness    worth.iness
macrophage    macro.phage
hunky    hunky
streambed    stream.bed
rubbing    rub.bing
booked    book.ed
botox    botox
maxillary    maxill.ary
bitty    bit.ty
chad    chad
fly    fly
naturalness    natural.ness
obligingly    oblig.ing.ly
huckster    huckst.er
abstractly    ab.stract.ly
seismologist    seism.olog.ist
due    due
sappy    sappy
pancetta    pancetta
cathode    cath.ode
ridged    ridg.ed
converging    con.verg.ing
paraplegic    para.pleg.ic
mudslide    mud.slide
snooty    snoot.y
wizened    wiz.ened
unpredictably    un.predict.ab.ly
scanty    scant.y
seething    seeth.ing
tempestuous    tempestu.ous
ayatollah    ayatollah
reshuffle    re.shuffle
patterning    pattern.ing
jaundice    jaundice
urbanism    urban.ism
aftertaste    after.taste
cartographer    cartograph.er
haiku    haiku
downswing    down.swing
manliness    man.lin.ess
finial    fin.ial
excretion    ex.cret.ion
pinprick    pin.prick
musky    mus.ky
damsel    dam.sel
upperclassman    upper.class.man
incorrigible    in.corrig.ible
expressionist    express.ion.ist
muskie    mus.kie
unbecoming    un.becom.ing
bronchial    bronchi.al
tinkering    tink.er.ing
ramekin    rame.kin
wonk    wonk
crewmember    crewmemb.er
contorted    con.tort.ed
jaundiced    jaundic.ed
overwork    over.work
validated    val.id.at.ed
dalmatian    dalmat.ian
folklorist    folklor.ist
rudiment    rudim.ent
turnabout    turn.about
voyeuristic    voyeur.ist.ic
cartwheel    cart.wheel
hijab    hijab
locksmith    lock.smith
rapturous    raptur.ous
roiling    roil.ing
lumberyard    lumber.yard
motorcyclist    motor.cycl.ist
strong    strong
mortician    mortician
lyricism    lyric.ism
antifungal    anti.fungal
jabber    jabber
steering    steer.ing
leaven    leaven
humming    hum.ming
psychosomatic    psycho.somatic
chub    chub
refashion    re.fashion
marmot    marmot
lube    lube
blandly    bland.ly
doubtfully    doubt.ful.ly
epileptic    e.pilep.tic
twentysomething    twenty.some.thing
downer    down.er
excavated    ex.cav.at.ed
numbing    numb.ing
opal    opal
unhurt    un.hurt
backpacking    back.pack.ing
decoding    de.cod.ing
quitter    quitt.er
shucks    shucks
rho    rho
epistle    epistle
fishbowl    fish.bowl
seafaring    sea.far.ing
shiner    shin.er
rusting    rust.ing
economize    econ.om.ize
verandah    verandah
ugandan    ug.and.an
unsanitary    un.san.itar.y
risque    ris.que
taro    taro
calamitous    calamit.ous
kingfisher    king.fish.er
cronyism    crony.ism
parry    parry
cornish    corn.ish
mishmash    mish.mash
nearsighted    near.sight.ed
hellfire    hell.fire
lightening    light.en.ing
foist    foist
dressmaker    dress.mak.er
applicator    ap.plic.at.or
demobilization    de.mobil.ization
scrubby    scrub.by
stormwater    stormwat.er
spectroscopic    spectro.scop.ic
grooming    groom.ing
punching    punch.ing
foreleg    fore.leg
shedding    shed.ding
quoted    quot.ed
escapism    escap.ism
regimented    regi.ment.ed
breathing    breath.ing
kashmiri    kashmiri
urea    urea
vestigial    vestig.ial
mugging    mug.ging
mope    mope
herbaceous    herb.aceo.us
busty    bust.y
retinue    retin.ue
complainant    complain.ant
yachting    yacht.ing
gearbox    gear.box
randomised    random.ised
invented    in.vent.ed
percussionist    percussion.ist
perm    perm
barracuda    barracuda
sunroom    sun.room
pap    pap
iterative    it.er.at.ive
flavonoid    flav.on.oid
dalliance    dal.liance
bunk    bunk
stomachache    stomach.ache
conflation    con.fl.ation
senegalese    senegal.ese
blacklist    black.list
pedometer    pedo.meter
armband    arm.band
landmass    land.mass
telly    telly
sparkler    sparkl.er
claustrophobia    claustro.phob.ia
moisturize    moist.ur.ize
choker    choker
oedipal    oedi.pal
biopic    bio.pic
protrusion    pro.tru.sion
midrange    mid.range
birdlike    bird.like
neoprene    neo.prene
anesthetize    an.esthet.ize
fruit    fruit
vintner    vintner
brawn    brawn
gnarly    gnarl.y
stylishly    stylish.ly
doorjamb    door.jamb
bigwig    big.wig
humdrum    hum.drum
sunup    sun.up
blessedly    bless.ed.ly
zimbabwean    zimbabwe.an
whispering    whisper.ing
rogue    rogue
apostrophe    a.postro.phe
amateurish    amateur.ish
agave    a.gave
handprint    hand.print
enameled    en.amel.ed
perp    perp
postmark    post.mark
neighbourhood    neighbour.hood
gulch    gulch
tangential    tang.enti.al
boney    bone.y
extrude    ex.trude
prelate    pre.late
smoothie    smooth.ie
eritrean    erit.re.an
expropriate    ex.propri.ate
gangway    gang.way
dangling    dangl.ing
ethnocentrism    ethno.centr.ism
thirtieth    thirti.eth
cohabit    co.habit
chardonnay    chard.onn.ay
directorship    di.rect.or.ship
levity    lev.it.y
largess    larg.ess
excluded    ex.clud.ed
dither    dither
swelter    s.welt.er
ocher    ocher
paneled    pan.el.ed
riffle    riffle
knowable    know.able
postponed    post.pon.ed
litigious    litig.ious
fallopian    fallop.ian
electrostatic    electro.stat.ic
providential    prov.id.enti.al
wasabi    wasabi
recalled    re.call.ed
turned    turn.ed
reaffirmation    re.affirm.ation
bombardier    bomb.ard.ier
bather    bath.er
docent    doc.ent
audibly    audib.ly
undiminished    un.diminish.ed
unsurpassed    un.surpass.ed
militarization    militar.ization
cheerily    cheer.il.y
traditionalism    traditional.ism
decomposing    de.compos.ing
diaphanous    di.aphan.ous
warehousing    ware.hous.ing
infallibility    in.fall.ibil.ity
treble    tre.ble
harmoniously    harmon.ious.ly
mambo    mam.bo
expired    ex.pir.ed
inoperable    in.oper.able
hysterics    hysterics
copulate    copul.ate
lucidity    lucid.ity
attenuation    at.tenu.ation
fryer    fry.er
fivefold    five.fold
clicking    click.ing
unscripted    un.script.ed
unpopularity    un.popul.ar.ity
ligation    lig.ation
slag    slag
ceramist    ceram.ist
hither    hither
tiebreaker    tie.break.er
gusty    gust.y
punctual    punctu.al
isoflavone    iso.flav.one
disuse    dis.use
discontented    dis.content.ed
adding    ad.ding
kinesiology    kinesi.ol.ogy
masa    masa
bonsai    bonsai
causative    caus.at.ive
convocation    con.voc.ation
malcontent    mal.content
achingly    ach.ing.ly
perusal    per.us.al
sprite    spr.ite
picnic    pic.nic
textural    text.ur.al
classicist    classic.ist
hovering    hover.ing
sulphur    sulph.ur
roof    roof
groundless    ground.less
taupe    tau.pe
repossess    re.poss.ess
actionable    act.ion.able
falsity    fals.ity
monogrammed    mono.gra.mm.ed
pasty    past.y
dare    dare
dinar    din.ar
chiefdom    chief.dom
stalactite    stalact.ite
speedily    speed.il.y
thousandth    thousand.th
tersely    ters.el.y
travelogue    travel.ogue
dacha    d.acha
wrecker    wreck.er
modifier    modi.fi.er
harpsichord    harp.sichord
gore    gore
selflessness    self.less.ness
tactically    tact.ical.ly
addressee    add.res.see
linseed    lin.seed
loveliness    love.liness
homeopathy    home.opath.y
bogeyman    bogey.man
hap    hap
rotisserie    ro.tis.ser.ie
nonjudgmental    non.judg.ment.al
flexor    flex.or
incise    in.cise
tarot    tar.ot
compactor    com.pact.or
roadless    road.less
scarce    scar.ce
psoriasis    psor.ia.sis
grilling    gril.ling
shimmery    shim.mer.y
soothingly    sooth.ing.ly
laypeople    lay.peo.ple
cloistered    clois.ter.ed
incriminate    in.crim.in.ate
unison    u.nis.on
broiled    broil.ed
malay    mal.ay
pliant    pli.ant
spaceport    space.port
pulsing    puls.ing
parquet    parquet
hubcap    hub.cap
weakling    weak.ling
sensitively    sens.it.ive.ly
treeline    tree.line
faxed    fax.ed
retouch    re.touch
notary    not.ary
bedlam    bed.lam
copyrighted    copy.right.ed
albino    al.bino
fracas    frac.as
wisecrack    wise.crack
wilted    wilt.ed
courtesan    court.esan
stenosis    sten.osis
chanterelle    chant.er.elle
feckless    feck.less
hygienic    hygien.ic
